7.6,-2.17,-5.02
9.21,-1.83,0.55
8.57,0.15,-1.12
9.36,-2.63,-5.97
9.64,-3.96,-1.84
8.88,-2.78,-5.51
10.26,0.65,-4.83
10.82,-4.39,-1.83
7.46,-3.91,-3.56
7.27,-2.21,-1.29
9.8,-2,-1.59
6.05,-1.78,-4.81
9.09,-5.76,-3.49
6.9,-1.77,-4.65
8.51,-4.61,-5.58
